REF_AREA,TIME_PERIOD,PRODUCTION
IQ,2002-01,0.0000
IQ,2002-02,0.0000
IQ,2002-03,0.0000
IQ,2002-04,0.0000
IQ,2002-05,0.0000
IQ,2002-06,0.0000
IQ,2002-07,0.0000
IQ,2002-08,0.0000
IQ,2002-09,0.0000
IQ,2002-10,0.0000
IQ,2002-11,0.0000
IQ,2002-12,0.0000
IQ,2003-01,0.0000
IQ,2003-02,0.0000
IQ,2003-03,0.0000
IQ,2003-04,0.0000
IQ,2003-05,0.0000
IQ,2003-06,0.0000
IQ,2003-07,0.0000
IQ,2003-08,0.0000
IQ,2003-09,0.0000
IQ,2003-10,0.0000
IQ,2003-11,0.0000
IQ,2003-12,0.0000
IQ,2004-01,0.0000
IQ,2004-02,0.0000
IQ,2004-03,0.0000
IQ,2004-04,0.0000
IQ,2004-05,0.0000
IQ,2004-06,0.0000
IQ,2004-07,0.0000
IQ,2004-08,0.0000
IQ,2004-09,0.0000
IQ,2004-10,0.0000
IQ,2004-11,0.0000
IQ,2004-12,0.0000
IQ,2005-01,0.0000
IQ,2005-02,0.0000
IQ,2005-03,0.0000
IQ,2005-04,0.0000
IQ,2005-05,0.0000
IQ,2005-06,0.0000
IQ,2005-07,0.0000
IQ,2005-08,0.0000
IQ,2005-09,0.0000
IQ,2005-10,0.0000
IQ,2005-11,0.0000
IQ,2005-12,0.0000
IQ,2006-01,0.0000
IQ,2006-02,0.0000
IQ,2006-03,0.0000
IQ,2006-04,0.0000
IQ,2006-05,0.0000
IQ,2006-06,0.0000
IQ,2006-07,0.0000
IQ,2006-08,0.0000
IQ,2006-09,0.0000
IQ,2006-10,0.0000
IQ,2006-11,0.0000
IQ,2006-12,0.0000
IQ,2007-01,1538.0000
IQ,2007-02,1915.0000
IQ,2007-03,1953.0000
IQ,2007-04,1971.0000
IQ,2007-05,1978.0000
IQ,2007-06,1988.0000
IQ,2007-07,2024.0000
IQ,2007-08,2043.0000
IQ,2007-09,2186.0000
IQ,2007-10,2270.0000
IQ,2007-11,2266.0000
IQ,2007-12,2288.0000
IQ,2008-01,2078.0000
IQ,2008-02,2341.0000
IQ,2008-03,2339.0000
IQ,2008-04,2357.0000
IQ,2008-05,2365.0000
IQ,2008-06,2265.0000
IQ,2008-07,2358.0000
IQ,2008-08,2282.0000
IQ,2008-09,2180.0000
IQ,2008-10,2215.0000
IQ,2008-11,2410.0000
IQ,2008-12,2231.0000
IQ,2009-01,2181.0000
IQ,2009-02,2187.0000
IQ,2009-03,2328.0000
IQ,2009-04,2293.0000
IQ,2009-05,2311.0000
IQ,2009-06,2407.0000
IQ,2009-07,2412.0000
IQ,2009-08,2390.0000
IQ,2009-09,2374.0000
IQ,2009-10,2384.0000
IQ,2009-11,2377.0000
IQ,2009-12,2378.0000
IQ,2010-01,2391.0000
IQ,2010-02,2449.0000
IQ,2010-03,2275.0000
IQ,2010-04,2290.0000
IQ,2010-05,2296.0000
IQ,2010-06,2319.0000
IQ,2010-07,2301.0000
IQ,2010-08,2333.0000
IQ,2010-09,2370.0000
IQ,2010-10,2373.0000
IQ,2010-11,2403.0000
IQ,2010-12,2775.0000
IQ,2011-01,2652.0000
IQ,2011-02,2630.0000
IQ,2011-03,2525.0000
IQ,2011-04,2624.0000
IQ,2011-05,2721.0000
IQ,2011-06,2712.0000
IQ,2011-07,2719.0000
IQ,2011-08,2689.0000
IQ,2011-09,2648.0000
IQ,2011-10,2590.0000
IQ,2011-11,2665.0000
IQ,2011-12,2660.0000
IQ,2012-01,2647.0000
IQ,2012-02,2541.0000
IQ,2012-03,2691.0000
IQ,2012-04,2942.0000
IQ,2012-05,2915.0000
IQ,2012-06,2951.0000
IQ,2012-07,3051.0000
IQ,2012-08,3165.0000
IQ,2012-09,3235.0000
IQ,2012-10,3137.0000
IQ,2012-11,3190.0000
IQ,2012-12,2935.0000
IQ,2013-01,2920.0000
IQ,2013-02,0
IQ,2013-03,2988.0000
IQ,2013-04,3061.0000
IQ,2013-05,3070.0000
IQ,2013-06,2994.0000
IQ,2013-07,2972.0000
IQ,2013-08,3207.0000
IQ,2013-09,2833.0000
IQ,2013-10,2964.0000
IQ,2013-11,2773.0000
IQ,2013-12,3002.0000
IQ,2014-01,2848.0000
IQ,2014-02,3410.0000
IQ,2014-03,3089.0000
IQ,2014-04,3064.0000
IQ,2014-05,3177.0000
IQ,2014-06,3111.0000
IQ,2014-07,3012.0000
IQ,2014-08,3023.0000
IQ,2014-09,3198.0000
IQ,2014-10,3054.0000
IQ,2014-11,3009.0000
IQ,2014-12,3356.0000
IQ,2015-01,3042.0000
IQ,2015-02,2783.0000
IQ,2015-03,3339.0000
IQ,2015-04,3176.0000
IQ,2015-05,3288.0000
IQ,2015-06,3591.0000
IQ,2015-07,3718.0000
IQ,2015-08,3760.0000
IQ,2015-09,3755.0000
IQ,2015-10,3659.0000
IQ,2015-11,3747.0000
IQ,2015-12,4130.0000
IQ,2016-01,4775.0000
IQ,2016-02,4458.0000
IQ,2016-03,4553.0000
IQ,2016-04,4522.0000
IQ,2016-05,4499.0000
IQ,2016-06,4549.0000
IQ,2016-07,4606.0000
IQ,2016-08,4622.0000
IQ,2016-09,4774.0000
IQ,2016-10,4776.0000
IQ,2016-11,4800.0000
IQ,2016-12,4830.0000
IQ,2017-01,4630.0000
IQ,2017-02,4566.0000
IQ,2017-03,4568.0000
IQ,2017-04,4531.0000
IQ,2017-05,4564.0000
IQ,2017-06,4550.0000
IQ,2017-07,4400.0000
IQ,2017-08,4380.0000
IQ,2017-09,4360.0000
IQ,2017-10,4360.0000
IQ,2017-11,4360.0000
IQ,2017-12,4362.0000
IQ,2018-01,4360.0000
IQ,2018-02,4360.0000
IQ,2018-03,4360.0000
IQ,2018-04,4360.0000
IQ,2018-05,4360.0000
IQ,2018-06,4360.0000
IQ,2018-07,4460.0000
IQ,2018-08,4460.0000
IQ,2018-09,4461.0000
IQ,2018-10,4460.0000
IQ,2018-11,4455.0000
IQ,2018-12,4465.0000
IQ,2019-01,4575.0000
IQ,2019-02,4545.0000
IQ,2019-03,4500.0000
IQ,2019-04,4500.0000
IQ,2019-05,4595.0000
IQ,2019-06,4600.0000
IQ,2019-07,4620.0000
IQ,2019-08,4650.0000
IQ,2019-09,4620.0000
IQ,2019-10,4576.0000
IQ,2019-11,4595.0000
IQ,2019-12,4535.0000
IQ,2020-01,4470.0000
IQ,2020-02,4500.0000
IQ,2020-03,4500.0000
IQ,2020-04,4500.0000
IQ,2020-05,4068.0000
IQ,2020-06,3698.0000
IQ,2020-07,3697.0000
IQ,2020-08,3578.0000
IQ,2020-09,3600.0000
IQ,2020-10,3842.0000
IQ,2020-11,3685.0000
IQ,2020-12,3857.0000
IQ,2021-01,3807.0000
IQ,2021-02,3867.0000
IQ,2021-03,3865.0000
IQ,2021-04,3930.0000
IQ,2021-05,3879.0000
IQ,2021-06,3862.0000
IQ,2021-07,3886.0000
IQ,2021-08,3961.0000
IQ,2021-09,4093.0000
IQ,2021-10,4070.0000
IQ,2021-11,4208.0000
IQ,2021-12,4225.0000
IQ,2022-01,4162.0000
IQ,2022-02,4260.0000
IQ,2022-03,4148.0000
IQ,2022-04,4430.0000
IQ,2022-05,4470.0000
IQ,2022-06,4515.0000
IQ,2022-07,4584.0000
IQ,2022-08,4651.0000
IQ,2022-09,4662.0000
IQ,2022-10,4651.0000
IQ,2022-11,4430.0000
IQ,2022-12,4431.0000
IQ,2023-01,4331.0000
IQ,2023-02,4339.0000
IQ,2023-03,4200.0000
IQ,2023-04,3938.0000
IQ,2023-05,3955.0000
IQ,2023-06,3985.0000
IQ,2023-07,4094.0000
IQ,2023-08,4073.0000
IQ,2023-09,4138.0000
IQ,2023-10,4189.0000
IQ,2023-11,4093.0000
IQ,2023-12,4086.0000
IQ,2024-01,3979.0000
IQ,2024-02,3992.0000
